Country Name,Country Code,Series Name,Series Code,2022 [YR2022]
Indonesia,IDN,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,98.18547426
Indonesia,IDN,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,46.61072824
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,4730.834848
"Iran, Islamic Rep.",IRN,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,13.576
"Iran, Islamic Rep.",IRN,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,15.823
"Iran, Islamic Rep.",IRN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,5.594405594
"Iran, Islamic Rep.",IRN,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
"Iran, Islamic Rep.",IRN,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,59.12033844
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,4721.204371
Iraq,IRQ,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Iraq,IRQ,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Iraq,IRQ,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,28.87537994
Iraq,IRQ,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Iraq,IRQ,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,6520.731546
Ireland,IRL,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,59.393
Ireland,IRL,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,4.641
Ireland,IRL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,23.125
Ireland,IRL,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,139.450531
Ireland,IRL,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,84.4385376
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,105190.686
Isle of Man,IMN,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Isle of Man,IMN,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Isle of Man,IMN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..
Isle of Man,IMN,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Isle of Man,IMN,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,88328.54813
Israel,ISR,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,61.148
Israel,ISR,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,3.582
Israel,ISR,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,23.33333333
Israel,ISR,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,96.89698792
Israel,ISR,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,68.1656723
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,54949.62156
Italy,ITA,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,40.691
Italy,ITA,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,9.349
Italy,ITA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,32.25
Italy,ITA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,100.9243698
Italy,ITA,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,87.04924011
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,35653.90421
Jamaica,JAM,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,58.373
Jamaica,JAM,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,5.128
Jamaica,JAM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,28.57142857
Jamaica,JAM,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,82.86717224
Jamaica,JAM,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,6626.475024
Japan,JPN,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,54.207
Japan,JPN,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,2.353
Japan,JPN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,9.913793103
Japan,JPN,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,102.4779282
Japan,JPN,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,63.75304031
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,34065.6439
Jordan,JOR,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,13.753
Jordan,JOR,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,26.956
Jordan,JOR,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,12.30769231
Jordan,JOR,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,93.49885329
Jordan,JOR,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,39.99008631
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,4332.251599
Kazakhstan,KAZ,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,63.3
Kazakhstan,KAZ,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,5.5
Kazakhstan,KAZ,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,27.35849057
Kazakhstan,KAZ,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,93.69818372
Kazakhstan,KAZ,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,63.15518037
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,11255.33964
Kenya,KEN,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,54.256
Kenya,KEN,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,6.88
Kenya,KEN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,23.42857143
Kenya,KEN,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,83.43371976
Kenya,KEN,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2109.562885
Kiribati,KIR,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Kiribati,KIR,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Kiribati,KIR,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,6.666666667
Kiribati,KIR,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,95.04847645
Kiribati,KIR,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,2069.767173
"Korea, Dem. People's Rep.",PRK,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
"Korea, Dem. People's Rep.",PRK,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
"Korea, Dem. People's Rep.",PRK,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,17.61280932
"Korea, Dem. People's Rep.",PRK,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
"Korea, Dem. People's Rep.",PRK,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
"Korea, Dem. People's Rep.",PRK,GDP per capita (current US$),NY.GDP.PCAP.CD,..
"Korea, Rep.",KOR,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,55.041
"Korea, Rep.",KOR,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,3.031
"Korea, Rep.",KOR,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,18.6440678
"Korea, Rep.",KOR,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,97.56691742
"Korea, Rep.",KOR,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,94.49478149
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,34822.40484
Kosovo,XKX,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,19.372
Kosovo,XKX,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,15.919
Kosovo,XKX,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..
Kosovo,XKX,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Kosovo,XKX,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Kosovo,XKX,GDP per capita (current US$),NY.GDP.PCAP.CD,5290.950065
Kuwait,KWT,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Kuwait,KWT,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Kuwait,KWT,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,6.25
Kuwait,KWT,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Kuwait,KWT,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,39981.7691
Kyrgyz Republic,KGZ,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,45.165
Kyrgyz Republic,KGZ,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,6.048
Kyrgyz Republic,KGZ,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,20.45454545
Kyrgyz Republic,KGZ,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Kyrgyz Republic,KGZ,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,57.32951746
Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,1739.720183
Lao PDR,LAO,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,61.467
Lao PDR,LAO,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,0.892
Lao PDR,LAO,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,21.95121951
Lao PDR,LAO,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,55.91719275
Lao PDR,LAO,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,13.84718893
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,2046.404403
Latvia,LVA,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,55.614
Latvia,LVA,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,5.517
Latvia,LVA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,30
Latvia,LVA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,105.172348
Latvia,LVA,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,108.4751129
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,20221.10369
Lebanon,LBN,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Lebanon,LBN,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Lebanon,LBN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,6.25
Lebanon,LBN,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,68.03299567
Lebanon,LBN,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,3654.358455
Lesotho,LSO,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Lesotho,LSO,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Lesotho,LSO,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,26.44628099
Lesotho,LSO,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Lesotho,LSO,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,1030.125829
Liberia,LBR,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Liberia,LBR,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Liberia,LBR,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,10.95890411
Liberia,LBR,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Liberia,LBR,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,744.6171752
Libya,LBY,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Libya,LBY,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Libya,LBY,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,16.47058824
Libya,LBY,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Libya,LBY,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,5986.636949
Liechtenstein,LIE,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Liechtenstein,LIE,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Liechtenstein,LIE,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,28
Liechtenstein,LIE,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Liechtenstein,LIE,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,188055.0032
Lithuania,LTU,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,58.835
Lithuania,LTU,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,5.487
Lithuania,LTU,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,28.36879433
Lithuania,LTU,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,105.1734085
Lithuania,LTU,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,92.46141052
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,25085.78406
Luxembourg,LUX,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,57.978
Luxembourg,LUX,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,4.739
Luxembourg,LUX,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,33.33333333
Luxembourg,LUX,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,109.0184479
Luxembourg,LUX,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,23.1678009
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,123719.6589
"Macao SAR, China",MAC,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
"Macao SAR, China",MAC,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
"Macao SAR, China",MAC,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..
"Macao SAR, China",MAC,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,89.57051282
"Macao SAR, China",MAC,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,121.5820896
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,36806.89126
Madagascar,MDG,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,68.88
Madagascar,MDG,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,3.457
Madagascar,MDG,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,18.54304636
Madagascar,MDG,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Madagascar,MDG,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,5.940584217
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,503.5145335
Malawi,MWI,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Malawi,MWI,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Malawi,MWI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,22.91666667
Malawi,MWI,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,35.86262817
Malawi,MWI,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,2.22621093
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,604.2697404
Malaysia,MYS,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,55.79
Malaysia,MYS,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,4.11
Malaysia,MYS,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,13.57466063
Malaysia,MYS,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,82.29865048
Malaysia,MYS,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,43.69542929
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,11754.56783
Maldives,MDV,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Maldives,MDV,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Maldives,MDV,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,4.597701149
Maldives,MDV,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,79.14637483
Maldives,MDV,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,79.94352234
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,11786.01915
Mali,MLI,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,50.467
Mali,MLI,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,6.741
Mali,MLI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,28.57142857
Mali,MLI,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Mali,MLI,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,976.9141164
Malta,MLT,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,62.679
Malta,MLT,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,3.14
Malta,MLT,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,27.84810127
Malta,MLT,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,102.90802
Malta,MLT,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,94.46627808
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,35638.88695
Marshall Islands,MHL,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Marshall Islands,MHL,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Marshall Islands,MHL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,6.060606061
Marshall Islands,MHL,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,88.83882087
Marshall Islands,MHL,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,47.21169457
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,6455.660622
Mauritania,MRT,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Mauritania,MRT,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Mauritania,MRT,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,20.26143791
Mauritania,MRT,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Mauritania,MRT,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1960.352401
Mauritius,MUS,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,42.209
Mauritius,MUS,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,8.473
Mauritius,MUS,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,20
Mauritius,MUS,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Mauritius,MUS,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,51.07035566
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,10246.50175
Mexico,MEX,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,45.813
Mexico,MEX,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,3.23
Mexico,MEX,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,50
Mexico,MEX,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,104.8212891
Mexico,MEX,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,50.25532913
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,11405.79405
"Micronesia, Fed. Sts.",FSM,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
"Micronesia, Fed. Sts.",FSM,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
"Micronesia, Fed. Sts.",FSM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,7.142857143
"Micronesia, Fed. Sts.",FSM,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
"Micronesia, Fed. Sts.",FSM,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,3710.124516
Moldova,MDA,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,71.504
Moldova,MDA,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,0.693
Moldova,MDA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,40.59405941
Moldova,MDA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,97.39203223
Moldova,MDA,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,79.53972787
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,5744.296184
Monaco,MCO,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Monaco,MCO,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Monaco,MCO,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,33.33333333
Monaco,MCO,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Monaco,MCO,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,226052.0019
Mongolia,MNG,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,55.042
Mongolia,MNG,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,4.911
Mongolia,MNG,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,17.10526316
Mongolia,MNG,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,96.30421936
Mongolia,MNG,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,85.46261082
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,4993.514875
Montenegro,MNE,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,52.234
Montenegro,MNE,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,13.008
Montenegro,MNE,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,27.16049383
Montenegro,MNE,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,93.45081329
Montenegro,MNE,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,67.84954071
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,10024.54356
Morocco,MAR,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,19.8
Morocco,MAR,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,17.15
Morocco,MAR,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,24.05063291
Morocco,MAR,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,83.27063291
Morocco,MAR,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,49.43338791
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,3463.137695
Mozambique,MOZ,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,77.213
Mozambique,MOZ,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,7.452
Mozambique,MOZ,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,42.4
Mozambique,MOZ,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Mozambique,MOZ,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,578.2516638
Myanmar,MMR,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Myanmar,MMR,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
